province,model,bodyType,month,isSpringFestival,sales12MonthAgo,sales11MonthAgo,sales10MonthAgo,sales9MonthAgo,sales8MonthAgo,sales7MonthAgo,sales6MonthAgo,sales5MonthAgo,sales4MonthAgo,sales3MonthAgo,sales2MonthAgo,sales1MonthAgo,averageSales2Month,averageSales3Month,firstOrderTrend1,firstOrderTrend2,secondOrderTrend
14,10,2,1,0,1683,1042,2558,3199,3067,3400,3871,4333,3047,2328.0,3052.0,4994.0,4023.0,3458.0,1942.0,724.0,1218.0
15,10,2,1,0,1289,1038,1965,1876,2506,2778,3135,3712,3209,2554.0,2117.0,3947.0,3032.0,2873.0,1830.0,-437.0,2267.0
16,10,2,1,0,929,480,1234,1278,1437,1882,1699,1835,1719,1162.0,1291.0,2711.0,2001.0,1721.0,1420.0,129.0,1291.0
17,10,2,1,0,989,516,1513,1616,1696,1720,1686,2057,2090,1239.0,1356.0,2429.0,1892.0,1675.0,1073.0,117.0,956.0
18,10,2,1,0,546,402,859,878,1319,1184,1258,1327,1317,1081.0,840.0,1548.0,1194.0,1156.0,708.0,-241.0,949.0
19,10,2,1,0,205,149,446,498,474,571,727,964,874,497.0,533.0,716.0,624.0,582.0,183.0,36.0,147.0
20,10,2,1,0,296,163,296,401,429,660,507,590,674,413.0,337.0,838.0,588.0,529.0,501.0,-76.0,577.0
21,10,2,1,0,413,242,475,689,883,1688,1091,1205,1047,626.0,569.0,1087.0,828.0,761.0,518.0,-57.0,575.0
22,10,2,1,0,118,130,301,193,254,310,279,412,382,247.0,186.0,224.0,205.0,219.0,38.0,-61.0,99.0
1,11,2,1,0,79,27,45,95,103,101,83,103,129,99.0,145.0,272.0,208.0,172.0,127.0,46.0,81.0
2,11,2,1,0,296,172,285,192,231,213,247,282,327,422.0,431.0,526.0,478.0,460.0,95.0,9.0,86.0
3,11,2,1,0,248,124,211,203,178,177,181,202,244,274.0,322.0,414.0,368.0,337.0,92.0,48.0,44.0
4,11,2,1,0,118,74,556,952,1106,818,968,836,546,268.0,322.0,337.0,330.0,309.0,15.0,54.0,-39.0
5,11,2,1,0,1326,797,891,676,702,734,761,905,1065,1092.0,1163.0,1801.0,1482.0,1352.0,638.0,71.0,567.0
6,11,2,1,0,903,436,535,520,582,612,532,660,692,828.0,845.0,1197.0,1021.0,957.0,352.0,17.0,335.0
7,11,2,1,0,1878,1009,1343,1575,1488,1335,1337,1747,1744,1960.0,1965.0,3100.0,2532.0,2342.0,1135.0,5.0,1130.0
8,11,2,1,0,603,248,417,464,574,426,448,540,518,746.0,814.0,1457.0,1136.0,1006.0,643.0,68.0,575.0
9,11,2,1,0,914,399,1078,1095,1082,1215,1038,1245,1500,1591.0,1867.0,2825.0,2346.0,2094.0,958.0,276.0,682.0
10,11,2,1,0,666,303,492,403,512,470,474,495,629,719.0,806.0,1161.0,984.0,895.0,355.0,87.0,268.0
11,11,2,1,0,910,648,752,1041,985,944,821,908,982,1078.0,1100.0,1890.0,1495.0,1356.0,790.0,22.0,768.0
12,11,2,1,0,999,364,509,561,555,561,469,643,721,910.0,952.0,1287.0,1120.0,1050.0,335.0,42.0,293.0
13,11,2,1,0,1110,641,741,953,1002,876,936,1050,1031,1362.0,1448.0,2361.0,1904.0,1724.0,913.0,86.0,827.0
14,11,2,1,0,2272,888,1199,1423,1368,1487,1652,1740,1822,2212.0,2155.0,3785.0,2970.0,2717.0,1630.0,-57.0,1687.0
15,11,2,1,0,1028,639,1114,1097,2340,1882,1700,2222,2001,2752.0,4073.0,4449.0,4261.0,3758.0,376.0,1321.0,-945.0
16,11,2,1,0,1004,347,476,456,410,475,460,525,1167,723.0,753.0,1629.0,1191.0,1035.0,876.0,30.0,846.0
17,11,2,1,0,1133,438,685,688,650,716,659,750,1015,980.0,1001.0,1881.0,1441.0,1287.0,880.0,21.0,859.0
18,11,2,1,0,434,268,656,565,712,722,602,609,775,965.0,976.0,1279.0,1128.0,1073.0,303.0,11.0,292.0
19,11,2,1,0,199,149,205,202,188,167,160,157,192,253.0,319.0,480.0,400.0,351.0,161.0,66.0,95.0
20,11,2,1,0,432,291,409,310,302,286,280,366,470,485.0,545.0,995.0,770.0,675.0,450.0,60.0,390.0
21,11,2,1,0,919,422,609,612,587,580,1155,818,1081,1331.0,1915.0,2927.0,2421.0,2058.0,1012.0,584.0,428.0
22,11,2,1,0,135,104,114,128,104,132,112,136,138,80.0,126.0,230.0,178.0,145.0,104.0,46.0,58.0
1,12,2,1,0,63,40,60,51,45,46,45,48,64,47.0,74.0,106.0,90.0,76.0,32.0,27.0,5.0
2,12,2,1,0,421,246,288,240,252,266,378,341,384,421.0,469.0,643.0,556.0,511.0,174.0,48.0,126.0
3,12,2,1,0,363,164,250,212,180,206,169,180,292,330.0,410.0,486.0,448.0,409.0,76.0,80.0,-4.0
4,12,2,1,0,86,74,109,80,71,61,54,68,80,56.0,77.0,115.0,96.0,83.0,38.0,21.0,17.0
5,12,2,1,0,724,451,621,526,535,628,654,720,912,881.0,794.0,1369.0,1082.0,1015.0,575.0,-87.0,662.0
6,12,2,1,0,576,272,358,315,316,346,322,391,446,556.0,617.0,1013.0,815.0,729.0,396.0,61.0,335.0
7,12,2,1,0,1529,762,977,1071,1025,958,930,1153,1156,1444.0,1428.0,2076.0,1752.0,1649.0,648.0,-16.0,664.0
8,12,2,1,0,615,366,578,543,590,543,530,702,862,804.0,954.0,1389.0,1172.0,1049.0,435.0,150.0,285.0
9,12,2,1,0,718,363,821,836,734,867,743,867,1000,961.0,1391.0,2248.0,1820.0,1533.0,857.0,430.0,427.0
10,12,2,1,0,452,233,370,288,292,316,346,373,423,428.0,645.0,869.0,757.0,647.0,224.0,217.0,7.0
11,12,2,1,0,543,405,518,460,406,448,428,481,488,651.0,828.0,1013.0,920.0,831.0,185.0,177.0,8.0
12,12,2,1,0,634,247,323,301,331,301,285,348,422,444.0,545.0,926.0,736.0,638.0,381.0,101.0,280.0
13,12,2,1,0,1304,951,1023,1070,1210,930,1140,1221,1304,1511.0,1557.0,2644.0,2100.0,1904.0,1087.0,46.0,1041.0
14,12,2,1,0,1526,717,888,888,823,850,1053,1131,1233,1386.0,1268.0,2367.0,1818.0,1674.0,1099.0,-118.0,1217.0
15,12,2,1,0,438,306,511,460,520,507,491,573,625,628.0,936.0,1312.0,1124.0,959.0,376.0,308.0,68.0
16,12,2,1,0,635,255,364,342,325,362,407,342,478,502.0,562.0,862.0,712.0,642.0,300.0,60.0,240.0
17,12,2,1,0,773,321,479,531,540,517,429,513,640,693.0,667.0,1281.0,974.0,880.0,614.0,-26.0,640.0
18,12,2,1,0,249,153,274,195,252,248,212,300,311,264.0,381.0,439.0,410.0,361.0,58.0,117.0,-59.0
19,12,2,1,0,287,222,321,326,279,247,251,291,348,358.0,578.0,798.0,688.0,578.0,220.0,220.0,0.0
20,12,2,1,0,296,142,238,207,233,232,240,260,352,335.0,350.0,658.0,504.0,448.0,308.0,15.0,293.0
21,12,2,1,0,815,410,484,484,492,471,470,664,857,802.0,911.0,1597.0,1254.0,1103.0,686.0,109.0,577.0
22,12,2,1,0,166,145,205,161,183,216,199,211,200,279.0,399.0,531.0,465.0,403.0,132.0,120.0,12.0
1,13,1,1,0,180,102,190,125,145,92,77,83,77,70.0,89.0,161.0,125.0,107.0,72.0,19.0,53.0
2,13,1,1,0,1059,575,778,650,682,486,654,573,601,737.0,746.0,1127.0,936.0,870.0,381.0,9.0,372.0
3,13,1,1,0,520,270,473,409,472,356,344,415,453,477.0,480.0,699.0,590.0,552.0,219.0,3.0,216.0
4,13,1,1,0,101,86,162,127,117,78,41,43,61,36.0,66.0,96.0,81.0,66.0,30.0,30.0,0.0
5,13,1,1,0,1860,1194,1302,1156,1192,925,872,1055,1302,1043.0,1171.0,1876.0,1524.0,1363.0,705.0,128.0,577.0
6,13,1,1,0,1440,720,878,861,934,738,651,739,952,974.0,954.0,1487.0,1220.0,1138.0,533.0,-20.0,553.0
7,13,1,1,0,2217,1109,1504,1812,1956,1321,1432,1563,1725,1648.0,1598.0,2685.0,2142.0,1977.0,1087.0,-50.0,1137.0
8,13,1,1,0,772,404,591,661,732,531,562,597,623,673.0,692.0,1125.0,908.0,830.0,433.0,19.0,414.0
9,13,1,1,0,1040,446,977,1064,948,854,663,649,829,797.0,933.0,1541.0,1237.0,1090.0,608.0,136.0,472.0
10,13,1,1,0,738,330,660,454,586,385,399,303,460,395.0,496.0,837.0,666.0,576.0,341.0,101.0,240.0
11,13,1,1,0,1540,1130,1441,1246,1265,930,913,863,957,1065.0,1077.0,1779.0,1428.0,1307.0,702.0,12.0,690.0
12,13,1,1,0,1015,377,598,631,632,491,445,477,574,678.0,645.0,1306.0,976.0,876.0,661.0,-33.0,694.0
13,13,1,1,0,1882,1126,1456,2041,2368,1518,1714,1628,1540,1628.0,1737.0,2875.0,2306.0,2080.0,1138.0,109.0,1029.0
14,13,1,1,0,2324,1002,1413,1518,1509,1135,1362,1395,1473,1530.0,1501.0,2708.0,2104.0,1913.0,1207.0,-29.0,1236.0
15,13,1,1,0,958,565,880,893,948,697,814,804,930,965.0,959.0,1439.0,1199.0,1121.0,480.0,-6.0,486.0
16,13,1,1,0,1148,463,782,723,758,663,696,627,825,791.0,880.0,1562.0,1221.0,1078.0,682.0,89.0,593.0
17,13,1,1,0,1235,439,733,664,655,498,506,508,651,664.0,797.0,1306.0,1052.0,922.0,509.0,133.0,376.0
18,13,1,1,0,518,365,529,461,541,380,328,306,337,330.0,453.0,628.0,540.0,470.0,175.0,123.0,52.0
19,13,1,1,0,311,224,349,397,405,266,303,286,359,298.0,341.0,410.0,376.0,350.0,69.0,43.0,26.0
20,13,1,1,0,489,274,346,334,368,358,284,258,335,284.0,301.0,641.0,471.0,409.0,340.0,17.0,323.0
21,13,1,1,0,1036,394,463,535,597,405,487,551,603,672.0,616.0,1015.0,816.0,768.0,399.0,-56.0,455.0
22,13,1,1,0,401,372,684,679,736,526,592,672,585,481.0,632.0,645.0,638.0,586.0,13.0,151.0,-138.0
1,14,1,1,0,423,192,279,354,355,429,362,376,371,244.0,388.0,578.0,483.0,403.0,190.0,144.0,46.0
2,14,1,1,0,1354,680,631,992,1295,955,1148,1036,994,1360.0,1355.0,2038.0,1696.0,1584.0,683.0,-5.0,688.0
3,14,1,1,0,814,347,566,786,1042,724,802,839,925,923.0,1180.0,1503.0,1342.0,1202.0,323.0,257.0,66.0
4,14,1,1,0,274,176,281,280,376,386,433,291,293,235.0,405.0,475.0,440.0,372.0,70.0,170.0,-100.0
5,14,1,1,0,2540,1081,1111,1488,1668,1412,1619,1860,2342,1859.0,2496.0,4075.0,3286.0,2810.0,1579.0,637.0,942.0
6,14,1,1,0,2495,863,893,1218,1582,1360,1404,1555,1685,1690.0,1970.0,3368.0,2669.0,2343.0,1398.0,280.0,1118.0
7,14,1,1,0,3467,1356,2002,3249,3444,2666,3057,2942,3377,3085.0,3780.0,5833.0,4806.0,4233.0,2053.0,695.0,1358.0
8,14,1,1,0,743,357,500,790,998,720,798,855,911,936.0,1098.0,1551.0,1324.0,1195.0,453.0,162.0,291.0
9,14,1,1,0,1784,653,1364,1722,2162,2247,2038,2128,2302,2021.0,3107.0,4934.0,4020.0,3354.0,1827.0,1086.0,741.0
10,14,1,1,0,892,381,556,538,802,574,699,609,693,620.0,871.0,1408.0,1140.0,966.0,537.0,251.0,286.0
11,14,1,1,0,3032,1760,2316,2607,3244,2604,2564,2570,2743,2663.0,3457.0,5381.0,4419.0,3834.0,1924.0,794.0,1130.0
12,14,1,1,0,1579,453,603,962,960,811,902,887,1133,1043.0,1296.0,2144.0,1720.0,1494.0,848.0,253.0,595.0
13,14,1,1,0,2375,1231,1427,2467,3049,2213,2567,2481,2466,2211.0,2880.0,4576.0,3728.0,3222.0,1696.0,669.0,1027.0
14,14,1,1,0,5309,1586,1915,2716,3025,2701,2930,3143,3339,3184.0,4188.0,6966.0,5577.0,4779.0,2778.0,1004.0,1774.0
15,14,1,1,0,1679,826,1161,1890,2275,1899,2230,2234,2335,2198.0,3021.0,4554.0,3788.0,3258.0,1533.0,823.0,710.0
16,14,1,1,0,2049,551,906,1028,1278,1264,1359,1217,1693,1417.0,1849.0,2842.0,2346.0,2036.0,993.0,432.0,561.0
17,14,1,1,0,2461,732,1157,1395,1621,1288,1479,1482,1887,1640.0,2246.0,3453.0,2850.0,2446.0,1207.0,606.0,601.0
18,14,1,1,0,596,364,463,616,759,757,740,708,723,786.0,928.0,1342.0,1135.0,1019.0,414.0,142.0,272.0
19,14,1,1,0,769,415,765,1227,1203,969,1200,1102,1144,952.0,1415.0,1902.0,1658.0,1423.0,487.0,463.0,24.0
20,14,1,1,0,877,373,399,529,594,627,619,620,836,742.0,844.0,1620.0,1232.0,1069.0,776.0,102.0,674.0
21,14,1,1,0,1008,303,361,648,917,661,790,773,918,1016.0,1193.0,1875.0,1534.0,1361.0,682.0,177.0,505.0
22,14,1,1,0,579,365,604,725,778,831,876,865,867,758.0,1022.0,1034.0,1028.0,938.0,12.0,264.0,-252.0
1,15,2,1,0,851,433,764,667,727,689,522,968,719,517.0,661.0,668.0,664.0,615.0,7.0,144.0,-137.0
2,15,2,1,0,509,300,415,361,462,414,443,436,471,370.0,430.0,482.0,456.0,427.0,52.0,60.0,-8.0
3,15,2,1,0,494,276,556,527,562,528,446,576,531,533.0,499.0,503.0,501.0,512.0,4.0,-34.0,38.0
4,15,2,1,0,1327,923,1308,982,1002,1096,834,1075,842,705.0,996.0,839.0,918.0,847.0,-157.0,291.0,-448.0
5,15,2,1,0,856,454,680,597,621,651,776,861,835,604.0,738.0,880.0,809.0,741.0,142.0,134.0,8.0
6,15,2,1,0,953,364,644,584,685,706,708,895,856,786.0,924.0,1238.0,1081.0,983.0,314.0,138.0,176.0
7,15,2,1,0,1329,778,1244,1284,1298,1141,1319,1334,1363,1113.0,1322.0,1662.0,1492.0,1366.0,340.0,209.0,131.0
8,15,2,1,0,945,474,746,713,727,660,639,991,794,659.0,777.0,772.0,774.0,736.0,-5.0,118.0,-123.0
9,15,2,1,0,423,180,427,549,477,696,389,618,526,381.0,555.0,621.0,588.0,519.0,66.0,174.0,-108.0
10,15,2,1,0,179,71,140,141,183,151,137,141,191,116.0,136.0,176.0,156.0,143.0,40.0,20.0,20.0
11,15,2,1,0,1820,1058,1565,1288,1340,1313,1263,1676,1620,1295.0,1548.0,1918.0,1733.0,1587.0,370.0,253.0,117.0
12,15,2,1,0,408,151,325,301,312,293,255,351,379,320.0,372.0,460.0,416.0,384.0,88.0,52.0,36.0
13,15,2,1,0,1604,884,1377,1523,1631,1539,1425,1590,1515,1285.0,1653.0,1772.0,1712.0,1570.0,119.0,368.0,-249.0
14,15,2,1,0,1178,548,1003,1062,1044,1052,1125,1238,1016,988.0,1131.0,1516.0,1324.0,1212.0,385.0,143.0,242.0
15,15,2,1,0,767,352,679,681,651,616,628,814,733,614.0,823.0,909.0,866.0,782.0,86.0,209.0,-123.0
16,15,2,1,0,446,164,271,261,296,275,330,388,373,300.0,273.0,378.0,326.0,317.0,105.0,-27.0,132.0
17,15,2,1,0,487,262,452,359,428,383,395,447,527,425.0,461.0,630.0,546.0,505.0,169.0,36.0,133.0
18,15,2,1,0,397,140,227,217,291,297,182,259,217,256.0,253.0,275.0,264.0,261.0,22.0,-3.0,25.0
19,15,2,1,0,270,165,356,218,179,255,221,255,217,176.0,183.0,194.0,188.0,184.0,11.0,7.0,4.0
20,15,2,1,0,555,263,408,381,378,462,374,447,448,311.0,353.0,452.0,402.0,372.0,99.0,42.0,57.0
21,15,2,1,0,719,361,603,579,645,499,553,624,536,522.0,551.0,602.0,576.0,558.0,51.0,29.0,22.0
22,15,2,1,0,104,79,149,106,141,121,123,121,96,100.0,74.0,91.0,82.0,88.0,17.0,-26.0,43.0
1,16,2,1,0,63,37,86,109,100,151,123,42,55,43.0,69.0,50.0,60.0,54.0,-19.0,26.0,-45.0
2,16,2,1,0,946,692,1035,755,884,765,1277,1207,1465,1333.0,1653.0,1707.0,1680.0,1564.0,54.0,320.0,-266.0
3,16,2,1,0,602,413,714,724,743,629,652,1139,1161,1060.0,1217.0,1157.0,1187.0,1145.0,-60.0,157.0,-217.0
4,16,2,1,0,300,271,404,282,274,292,278,289,341,277.0,438.0,470.0,454.0,395.0,32.0,161.0,-129.0
5,16,2,1,0,1470,1639,3175,2405,2457,2398,2530,2754,3201,2401.0,2911.0,3557.0,3234.0,2956.0,646.0,510.0,136.0
6,16,2,1,0,248,260,384,279,286,452,366,371,478,493.0,479.0,647.0,563.0,540.0,168.0,-14.0,182.0
7,16,2,1,0,1903,1708,2748,2376,2932,2420,2797,3096,3668,3505.0,3426.0,4485.0,3956.0,3805.0,1059.0,-79.0,1138.0
8,16,2,1,0,679,442,672,792,892,815,1028,1189,1434,1465.0,1372.0,1661.0,1516.0,1499.0,289.0,-93.0,382.0
9,16,2,1,0,1196,1075,2249,1558,2005,1936,1682,1885,2157,2044.0,2682.0,2864.0,2773.0,2530.0,182.0,638.0,-456.0
10,16,2,1,0,440,301,449,664,501,523,446,573,488,369.0,373.0,553.0,463.0,432.0,180.0,4.0,176.0
11,16,2,1,0,527,626,655,605,586,670,623,694,810,917.0,910.0,1047.0,978.0,958.0,137.0,-7.0,144.0
12,16,2,1,0,354,189,356,270,359,296,244,355,399,425.0,430.0,567.0,498.0,474.0,137.0,5.0,132.0
13,16,2,1,0,2068,1780,2633,2656,3148,2856,3242,3648,3843,3840.0,3797.0,4404.0,4100.0,4014.0,607.0,-43.0,650.0
14,16,2,1,0,1570,1050,1823,1515,1509,1506,1785,1836,2094,2086.0,2076.0,2932.0,2504.0,2365.0,856.0,-10.0,866.0
15,16,2,1,0,424,422,628,555,606,538,517,542,822,660.0,837.0,979.0,908.0,825.0,142.0,177.0,-35.0
16,16,2,1,0,483,270,442,304,376,403,430,440,533,573.0,565.0,704.0,634.0,614.0,139.0,-8.0,147.0
17,16,2,1,0,1714,653,1232,835,1023,1076,1149,1284,1450,1174.0,1327.0,1505.0,1416.0,1335.0,178.0,153.0,25.0
18,16,2,1,0,308,292,460,424,486,428,470,413,661,640.0,624.0,648.0,636.0,637.0,24.0,-16.0,40.0
19,16,2,1,0,681,691,1319,1119,1215,1237,1419,1601,1582,1557.0,1850.0,1895.0,1872.0,1767.0,45.0,293.0,-248.0
20,16,2,1,0,131,105,125,160,126,176,161,199,234,262.0,286.0,348.0,317.0,299.0,62.0,24.0,38.0
21,16,2,1,0,558,384,605,487,577,560,603,780,777,886.0,963.0,1137.0,1050.0,995.0,174.0,77.0,97.0
22,16,2,1,0,730,952,1556,1254,1336,1463,1649,2283,2187,1730.0,2069.0,2042.0,2056.0,1947.0,-27.0,339.0,-366.0
1,17,2,1,0,1909,501,2672,4039,883,4181,1421,1782,1879,887.0,1453.0,4031.0,2742.0,2124.0,2578.0,566.0,2012.0
2,17,2,1,0,656,504,651,603,785,827,1300,1307,1367,1252.0,1286.0,2108.0,1697.0,1549.0,822.0,34.0,788.0
3,17,2,1,0,268,214,376,413,543,491,575,777,749,772.0,819.0,1015.0,917.0,869.0,196.0,47.0,149.0
4,17,2,1,0,217,200,2331,1550,280,361,498,297,355,265.0,923.0,1168.0,1046.0,785.0,245.0,658.0,-413.0
5,17,2,1,0,1355,937,1478,2078,1399,1459,1801,2351,2567,2053.0,2483.0,4160.0,3322.0,2899.0,1677.0,430.0,1247.0
6,17,2,1,0,1460,775,1436,1362,1591,1598,1947,2510,2710,2516.0,2761.0,3814.0,3288.0,3030.0,1053.0,245.0,808.0
7,17,2,1,0,1885,1225,2010,2269,2615,2569,3263,3929,4366,4122.0,4579.0,5881.0,5230.0,4861.0,1302.0,457.0,845.0
8,17,2,1,0,692,491,877,974,1192,1135,1670,2019,1865,1828.0,1763.0,2204.0,1984.0,1932.0,441.0,-65.0,506.0
9,17,2,1,0,625,462,1475,1506,1216,1544,1515,1754,1731,1687.0,1766.0,2576.0,2171.0,2010.0,810.0,79.0,731.0
10,17,2,1,0,308,176,366,289,407,451,518,551,689,586.0,649.0,935.0,792.0,723.0,286.0,63.0,223.0
11,17,2,1,0,2143,1862,2644,2631,3008,3307,4299,4173,4430,4745.0,5223.0,6650.0,5936.0,5539.0,1427.0,478.0,949.0
12,17,2,1,0,973,442,916,895,1031,1009,1333,1810,1734,1615.0,1930.0,2823.0,2376.0,2123.0,893.0,315.0,578.0
13,17,2,1,0,1723,1261,2043,2652,2981,2611,4091,4869,4197,4377.0,4580.0,6715.0,5648.0,5224.0,2135.0,203.0,1932.0
14,17,2,1,0,2463,1238,2429,2562,2723,3091,4009,4961,4989,4481.0,4887.0,7066.0,5976.0,5478.0,2179.0,406.0,1773.0
15,17,2,1,0,895,768,1359,1321,1533,1474,1767,2205,2322,2259.0,2546.0,3570.0,3058.0,2792.0,1024.0,287.0,737.0
16,17,2,1,0,1002,357,841,848,822,1085,1431,1415,1567,1474.0,1785.0,2455.0,2120.0,1905.0,670.0,311.0,359.0
17,17,2,1,0,1085,531,1104,1014,1204,1328,1663,1969,2202,1856.0,2467.0,3403.0,2935.0,2575.0,936.0,611.0,325.0
18,17,2,1,0,440,400,775,721,1235,973,1141,1223,1242,1298.0,1293.0,1980.0,1636.0,1524.0,687.0,-5.0,692.0
19,17,2,1,0,268,212,386,587,555,690,977,861,746,692.0,979.0,1220.0,1100.0,964.0,241.0,287.0,-46.0
20,17,2,1,0,617,359,603,607,619,800,1027,1072,1122,870.0,978.0,1756.0,1367.0,1201.0,778.0,108.0,670.0
21,17,2,1,0,631,397,661,1831,842,1735,1691,1436,1577,1777.0,1588.0,2002.0,1795.0,1789.0,414.0,-189.0,603.0
22,17,2,1,0,162,156,276,218,323,452,354,467,458,427.0,445.0,463.0,454.0,445.0,18.0,18.0,0.0
1,18,2,1,0,315,362,767,319,351,300,314,334,352,238.0,335.0,544.0,440.0,372.0,209.0,97.0,112.0
2,18,2,1,0,452,295,448,404,525,442,543,578,599,835.0,753.0,1391.0,1072.0,993.0,638.0,-82.0,720.0
3,18,2,1,0,427,254,591,556,550,476,504,704,679,805.0,969.0,1616.0,1292.0,1130.0,647.0,164.0,483.0
4,18,2,1,0,125,89,159,100,115,114,150,110,113,75.0,167.0,195.0,181.0,146.0,28.0,92.0,-64.0
5,18,2,1,0,1017,704,1344,1235,1081,1056,878,1050,1236,1013.0,1386.0,2230.0,1808.0,1543.0,844.0,373.0,471.0
6,18,2,1,0,741,475,869,701,638,694,733,857,812,1004.0,1382.0,2414.0,1898.0,1600.0,1032.0,378.0,654.0
7,18,2,1,0,2330,1515,2865,2841,2834,2558,2825,3266,3132,3700.0,4698.0,8288.0,6493.0,5562.0,3590.0,998.0,2592.0
8,18,2,1,0,1165,641,1247,1425,1531,1329,1557,1538,1282,1762.0,2132.0,3670.0,2901.0,2521.0,1538.0,370.0,1168.0
9,18,2,1,0,368,255,433,540,513,805,467,681,614,408.0,685.0,892.0,788.0,662.0,207.0,277.0,-70.0
10,18,2,1,0,365,155,240,485,249,405,222,128,107,185.0,206.0,582.0,394.0,324.0,376.0,21.0,355.0
11,18,2,1,0,1167,1028,1507,1281,827,792,892,955,1053,993.0,1433.0,2594.0,2014.0,1673.0,1161.0,440.0,721.0
12,18,2,1,0,641,223,316,236,253,238,242,217,309,282.0,453.0,814.0,634.0,516.0,361.0,171.0,190.0
13,18,2,1,0,1932,1551,2981,3513,3250,2524,3284,3386,2904,3615.0,5099.0,8972.0,7036.0,5895.0,3873.0,1484.0,2389.0
14,18,2,1,0,1731,893,1695,1504,1408,1487,1714,1721,1597,1924.0,2619.0,4199.0,3409.0,2914.0,1580.0,695.0,885.0
15,18,2,1,0,504,467,741,598,514,446,578,432,623,523.0,753.0,1272.0,1012.0,849.0,519.0,230.0,289.0
16,18,2,1,0,298,154,273,222,166,164,170,172,198,208.0,244.0,565.0,404.0,339.0,321.0,36.0,285.0
17,18,2,1,0,576,253,448,437,409,373,484,393,425,410.0,464.0,993.0,728.0,622.0,529.0,54.0,475.0
18,18,2,1,0,215,148,255,232,240,199,231,301,352,251.0,383.0,663.0,523.0,432.0,280.0,132.0,148.0
19,18,2,1,0,394,408,768,721,776,679,667,892,902,982.0,1252.0,1855.0,1554.0,1363.0,603.0,270.0,333.0
20,18,2,1,0,353,248,346,329,249,207,249,199,233,246.0,277.0,621.0,449.0,381.0,344.0,31.0,313.0
21,18,2,1,0,754,418,791,600,553,553,625,614,777,930.0,1142.0,1652.0,1397.0,1241.0,510.0,212.0,298.0
22,18,2,1,0,280,266,503,464,518,466,471,859,943,658.0,999.0,1204.0,1102.0,954.0,205.0,341.0,-136.0
1,19,2,1,0,339,177,321,249,248,328,254,307,237,241.0,314.0,398.0,356.0,318.0,84.0,73.0,11.0
2,19,2,1,0,409,248,357,375,412,347,430,418,363,355.0,506.0,537.0,522.0,466.0,31.0,151.0,-120.0
3,19,2,1,0,519,319,522,443,583,484,431,411,444,497.0,501.0,562.0,532.0,520.0,61.0,4.0,57.0
4,19,2,1,0,1263,877,1267,1047,1549,1033,967,860,855,791.0,996.0,1146.0,1071.0,978.0,150.0,205.0,-55.0
5,19,2,1,0,1390,565,951,827,852,794,845,1009,1048,823.0,948.0,1191.0,1070.0,987.0,243.0,125.0,118.0
6,19,2,1,0,667,315,471,534,553,570,581,499,590,552.0,657.0,754.0,706.0,654.0,97.0,105.0,-8.0
7,19,2,1,0,1861,878,1578,1694,1792,1554,1627,1927,1942,1727.0,2049.0,2059.0,2054.0,1945.0,10.0,322.0,-312.0
8,19,2,1,0,426,317,451,395,445,395,431,409,455,463.0,508.0,527.0,518.0,499.0,19.0,45.0,-26.0
9,19,2,1,0,727,322,827,693,791,804,769,839,878,889.0,996.0,1278.0,1137.0,1054.0,282.0,107.0,175.0
10,19,2,1,0,225,119,204,139,193,190,168,192,190,217.0,221.0,363.0,292.0,267.0,142.0,4.0,138.0
11,19,2,1,0,1336,868,1301,1124,1278,1241,1197,1296,1046,1162.0,1396.0,1479.0,1438.0,1346.0,83.0,234.0,-151.0
12,19,2,1,0,364,141,291,237,315,278,285,309,268,301.0,381.0,456.0,418.0,379.0,75.0,80.0,-5.0
13,19,2,1,0,1768,1165,1697,1805,2074,1714,1806,1864,1750,1625.0,1780.0,1970.0,1875.0,1792.0,190.0,155.0,35.0
14,19,2,1,0,1429,856,1325,1403,1419,1413,1478,1579,1504,1582.0,1735.0,1901.0,1818.0,1739.0,166.0,153.0,13.0
15,19,2,1,0,742,356,707,633,707,646,663,732,701,734.0,955.0,1059.0,1007.0,916.0,104.0,221.0,-117.0
16,19,2,1,0,558,262,443,396,470,482,493,546,551,501.0,557.0,709.0,633.0,589.0,152.0,56.0,96.0
17,19,2,1,0,519,230,424,383,397,379,387,399,409,410.0,492.0,648.0,570.0,517.0,156.0,82.0,74.0
18,19,2,1,0,404,188,330,251,340,301,284,315,604,431.0,529.0,518.0,524.0,493.0,-11.0,98.0,-109.0
19,19,2,1,0,704,546,870,783,781,790,785,765,828,793.0,792.0,881.0,836.0,822.0,89.0,-1.0,90.0
20,19,2,1,0,433,202,335,319,317,436,335,381,329,373.0,351.0,463.0,407.0,396.0,112.0,-22.0,134.0
21,19,2,1,0,487,257,378,390,460,393,519,500,482,768.0,590.0,610.0,600.0,656.0,20.0,-178.0,198.0
22,19,2,1,0,785,666,1198,1070,1179,970,890,1044,870,813.0,1027.0,992.0,1010.0,944.0,-35.0,214.0,-249.0
1,20,1,1,0,815,447,731,532,612,632,552,602,639,404.0,495.0,347.0,421.0,415.0,-148.0,91.0,-239.0
2,20,1,1,0,585,277,403,310,422,368,501,439,383,371.0,382.0,208.0,295.0,320.0,-174.0,11.0,-185.0
3,20,1,1,0,303,110,229,177,183,153,136,170,141,127.0,115.0,66.0,90.0,103.0,-49.0,-12.0,-37.0
